prol_id,choice,fr_why_first_over_second,fr_why_second_over_third,coder,Nonsensical? (1 = yes; 0 = no),Propensity for intentional fraud/system abuse/gaming (including both “this method is better because it does that less” and “this method is worse because it does that more”) by either the applicants or the people allocating the funds,"Ability to help the neediest targets, and/or underserved groups","Extent to which the method requires personal resources, speed of finding out about the program, etc.",Amount of bias/discrimination/level playing field,Extent to which the method(s) allow for or reward applicant effort,Randomness is bad (general) and/or randomness is bad because the funding agency didn’t make enough of an effort to think of a better system,Considers relevant/appropriate factors,Women - mentioned,Racial/ethnic minorities - mentioned,Other reasons,Comments on other reasons
5c4f6c99b813q200011e3473,pf,The point system is more fair because business have suffer more loss,Lottery is random and does not seem fair,X,0,0,1,0,0,0,1,0,0,0,0,
5b3e322998a45e0001edd87a,fp,Get in line. The ones that need it will not procrastinate.,People need to do some of the leg work themselves.,X,0,1,0,0,0,1,0,0,0,0,0,
5ebdb4d3a814380d7781fbbe,pl,"The points system described included points for having been most affected by the pandemic. That should be the primary consideration in allocating pandemic relief funds for businesses. The other criteria are helpful in prioritizing further any aid, to help level the playing field.","First-come first-served prioritizes businesses applying for aid whether or not they really need it. A business owner who perhaps tried to make it on her own without government aid, but later finds she just can’t survive the economic impacts of the pandemic might lose out to some other business that applied early “just in case,” even though the latter owner’s business may have been less impacted by the pandemic.",X,0,0,1,0,0,0,0,0,0,0,0,
5e31bff2a976891a9dded7b4,fp,Just because first come is the best of the three,"A lottery is like a gamble, either 1 or 2 would be fairer",X,1,,,,,,,,,,,
5fa3146a9b17545c04ce5b06,pl,"Because the point base system takes more into consideration, such as who is affected more by covid ,  making it truly fair.",Because first come first serve can be affected by peoples access to ways of signing up. People with home computers can sign up before people that have to use a public computer etc.,X,0,0,1,1,0,0,0,1,0,0,0,
5dce9cf489b8310a1b19676e,fp,"I think virtually all small businesses are deserving of this help at this time. so, to help expedite the bureaucracy with less paper work let's just start pushing the paper as soon as the applications come in.",Lottery seems the most random way to address this. It doesn't seem appropriate for this particular situation.,X,0,0,0,0,0,0,1,0,0,0,1,help expedite the bureaucracy with less paper work
5e1e935be3c7191e0519b486,lf,Yep. No discrimination in that.,Point systemj is favortism.,X,0,0,0,0,1,0,0,0,0,0,0,
5f77586476d11b27713a0d18,pf,"First come first serve would be good if there are enough funding to cover a good percentage of applicants, maybe around 70-100%. If that is not the case, then a merit based system seems to be more fair, where several factors are taken into account. Most importantly whether the business is 100% locally owned, provides local jobs, pays local taxes (no tax credits to cheat the system), and provides non-discriminatory policy for hiring and retaining employees.","First come first serve would again be appropriate if there were enough funds, lottery would be the last resort if there is no other system that the local community is willing to implement.",X,0,0,0,0,0,0,0,0,0,0,1,"P will help the business is 100% locally owned, provides local jobs, pays local taxes (no tax credits to cheat the system), and provides non-discriminatory policy for hiring and retaining employees."
56f9364e895094000c8f4967,pl,those hit hardest need more help,random selection instead of a queue,X,0,0,1,0,0,0,0,0,0,0,0,
59c0782e5364260001dc4740,pl,Because it would go to businesses that have been around longer and probably have a customer base that depends on them and really need the money to bail them out of having to close.,In the lottery it would be more fair.  People will receive the money unbiased and it the first come first serve scenario no one truly knows who comes first.,X,0,1,1,0,1,0,0,0,0,0,0,
5fe1788f2178d1c1b4af5bbd,lp,A lottery by definition gives each participant the EXACT same chance as every other to get the grant.,"First-come first-served is likely going to ensure that businesses with more resources are given money, due to their flexibility to apply at the right time.",X,0,0,0,1,1,0,0,0,0,0,0,
5a1f7dcf0fff620001a6e50f,pl,It enables minority groups to be prioritized.,Anyone who applies may be picked. The issue with this is that there are people who need it more than others. Those who are really in need are put at a disadvantage.,X,0,0,1,0,0,0,1,0,0,1,0,
5f65597823696e0e9bd8f63a,pl,"Because it allows businesses who have been more impacted by COVID-19 a greater chance at getting help, and would support businesses more likely to survive with help if they are considering how long they have been in business.","I think first come first served is least fair, because it favors businesses that have financial people ready to fill out and apply for applications.",X,0,0,1,1,0,0,0,0,0,0,0,
598cc899e339120001fb88c6,pf,"To me the lottery is taking a chance, absolutely no guarantee. Whereas 1st come first served may push the real needed ones to the back",It's a gamble as the name implies.,X,0,0,1,0,0,0,1,0,0,0,1,FCFS can not help those who really need(so I guess the responsor think point system can do that?
5da5afa4f907f500123ef9ae,fp,I believe in a more logical point than normal as such therefore I think it is more logical in certain parts.,it is not logical for me personally.,X,1,,,,,,,,,,,
5eb02b75d2a3d708e31803b8,lf,A lottery is completely random. It is not subject to personal bias.,The points system is subject to personal bias. Just because someone is a minority doesn’t mean that they should be prioritized for assistance.,X,0,0,0,0,1,0,0,0,0,1,0,
5f959bff10d95b08508e54fe,pl,A point system would provide data to make a more informed decision. With this system the decision is made taking into account the background of applicants.,"Lottery is more fair than first-come first-served, because privileged people have more access to resources and information to file their claim first, they might have access to lawyers and accountants to help them apply quickly and the would have advantage over the unprivileged people. A Lottery helps to solve this.",X,0,0,0,1,0,0,0,1,0,0,,
5f67d10d21cd59124511d30a,fp,"I don't know, it is what I  chose",I don't any thing about either one.,X,1,,,,,,,,,,,
5a7648faeea3d300016de063,pl,The purpose of the grant is to help the companies whose performances have been adversely affected by the COVID-19 Pandemic.,"No. Lottery is neither a fair nor an intelligent way to distribute the grant. 
The affected companies must be sorted in the descending order of the magnitude of how much their performances have been affected. First-come, First-served in that order would be a fair way of awarding the grants. The lottery is never the right way. It defeats the very purpose of the grant.",X,0,0,1,0,0,0,1,0,0,0,0,
582b0cccce3a0e00010b324c,lp,A lottery makes no human 'judgments' or determinations about who is more deserving than others; eliminates any chance of favoritism.,"First-come first-served could unfairly favor the businesses with the best administrative organizations rather than the businesses that actually need the assistance the most; there's no mandate to demonstrate a great amount of need, you just need to be fast.",X,0,0,1,1,1,0,0,0,0,0,0,
5fbe5fb799a44b38cccc6929,pl,Point based selection would ensure businesses that meet a particular point score are selected. Using this method those business that meet those criteria would be considered the beston that criteria,First come first serve would lead to a major Bais as those with that gets the information faster might apply first leaving those business that really require the help but didn't get the information quick to miss out.,X,0,0,0,1,0,0,0,0,0,0,0,
5fa1b1a4499be43137fba435,pf,We do not all hear about support systems at the same time. This gives people a more balanced opportunity.  Lottery is totally random.,Lottery does not take any circumstances into consideration.,X,0,0,0,1,0,0,1,1,0,0,0,
5fe277d2cbe069e4b349ce2a,pl,I think a points system is the most fair way for the government to select which businesses to help.,I think a lottery is more fair than first-come first-served,X,1,,,,,,,,,,,
