FID,UOGID,NAME,TYPE,STUSAB,STATE,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,YEAR,SHAPE_Length,SHAPE_Area,FUNDING ROUND,PROGRAM TYPE,PROGRAM JURISDICTION,FUNDING SOURCE,ROUND START,ROUND END,DOC TIMING,TOTAL REQUIREMENTS,TOTAL DOCS,PHYSICAL PRESENCE,TENURE/HISTORY,STANDARD FINANCIAL,NON-STANDARD FINANCIAL,PROOF COVID-RELATED,CRIMINAL HISTORY,INTENDED USE,BUSINESS TYPE,BUSINESS SIZE,GOOD STANDING,POST-AWARD RECEIPTS,MISCELLANEOUS,DOC ELEMENTS,PREVIOUS APP INCLUSION,CONTACT,WEB ADDRESS (ORIGINAL CODING ROUND),"WEB ADDRESS (IF ORIGINAL LINK INACTIVE, WEBARCHIVE LINK)",DATE COLLECTED,GRANT AMOUNT,"DISTRIBUTION METHOD (rj note: these were coded more consistently later but coding guide not followed closely -- eg different variations of first come first serve spelling, so goal here is to fill in blank rows and for non-blank ones, to double check whether you agree with the distribution method coding based on the website and then standardize the name based on the ""Code"" sheet)",PREFERENCES: MINORITY-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),"PREFERENCES: BUSINESS LOCATED IN HIGH-POVERTY AREA (might be called high-poverty, LMI area, needy area, etc) (0 = NO; 1 = YES; M = UNKNOWN)",PREFERENCES: HOLISTIC CRITERIA FROM REVIEWERS (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: ECONOMIC CRITERIA (FTE; REVENUE/PROFITABILITY) (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: OTHER (write out),PREFERENCES: NOTES ON CODING,RESTRICTS ELIGIBILITY TO UNDERSERVED BUSINESSES ONLY (0 = NO; 1 = YES),NOTES ON ELIGIBILITY CRITERIA (OPTIONAL),CODER ,PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),LINK TO 3RD PARTY ASSISTANCE,CHECKLIST,DOCUMENTATION NOTES,TOTAL RECIPIENTS,AVERAGE GRANT SIZE,MINORITY OWNED RECIPIENTS,WOMEN OWNED RECIPIENTS,OUTCOME NOTES,RJ notes
907,554588,NEENAH,51,WI,55,219928,0,0,0,219928,2018,0.5950035055,0.002939022644,1,0,COUNTY,0,4/1/20,M,0,13,12,1,0,9,3,1,1,1,1,1,1,,0,"Business plan, financial statements, affiliates, description of product/services, business projections, operations history, W9, bank info; COVID financial impact narrative and proof; businesss type and size; intended use; good standing",NA,art.rathjen@greateroshkosh.com,https://greateroshkosh.com/doing-business/wccrrl/,,1/30/21,1000-10000,Other,0,0,0,1,1,,3 tiers of loans. Loan given after app. approved by committee,0,Must be a private company with at least one year of financial history that can demonstrate economic hardship from COVID. Applications approved by a committee,,,,"City received CDBG funds for COVID but don't appear to have spent it on small business grants, county level program, traditional loan, very detailed and demanding requirements",,,,,No info,,
413,176000,ROCKFORD,51,IL,17,2130539,178770,992417,0,3301726,2018,3.228620772,0.01818762643,1,1,Mainly CITY(state level could also apply),NA,NA ,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,less than $3million annual revenues,NA,NA,https://www.wifr.com/2020/08/14/rockford-small-businesses-to-receive-more-than-750k-in-pandemic-relief-grants/,https://www2.illinois.gov/dceo/SmallBizAssistance/Documents/BIG%20FAQ%20Emails%201.5.21.pdf,08/14/20,"$10,000 - $20,000",FCFS; Points,1,M,M,M,1,article claims that minority and smaller businesses had priority. money given to businesses that faced economic losses/hardship because of COVID,"When the article did not mention something, it was coded as ""M."" For example, the article noted that minority businesses were prioritized, but did not mention whether women-owned businesses were prioritized; thus, the first was coded ""1"" and the second was coded ""M.""",0,,,,,No eligibility or required documentation found; not celar the funding sources,,,,,,,Yeah this one was tough-- I found some more information on the general grant program and i'd probably code as: combination of first come first serve and points (based on this document: https://www2.illinois.gov/dceo/SmallBizAssistance/Documents/BIG%20FAQ%20Emails%201.5.21.pdf) and prioritizing based on area (since that site references preferences for distressed areas but notes how that empirically bolstered award rates for minority-owned)
1160,80672,GRAND JUNCTION,51,CO,8,457189,0,0,0,457189,2018,4.429655313,0.01545220653,3,1,CITY,M,1/20/21,3/7/21,0,7,6,1,0,4,2,1,1,0,0,1,1,,0,"Physical presence; business plan, proof of COVID related losses; intended use; tax returns, projected expenses, balance sheets, P/Ls; <= 25 employees; good standing",M,(970) 243-5242,https://gjincubator.org/gj-business-recovery-grant-fund/,,1/29/21,0-7500,M,0,0,0,0,0,,no mention of how the applications are approved (not even if by a committee),0,needed to have lost revenue; no non-profits; fewer than 25 employees,,,,"Less funding for prior round recipients, administered by local business incubator, tax returns submitted after initial review, rest of docs required up front, relatively short application",,,,,,,
209,63966,WATSONVILLE,51,CA,6,768544,0,0,0,768544,2018,0.3558528871,0.001776702118,1,1,CITY,1,NA,05/05/20,1,6,6,1,1,4,1,0,0,0,1,1,0,,1,Physical location; $2million or less for annual revenue; not received SBA loan; not  a non-profit,NA,info@elpajarocdc.org,https://kion546.com/health/coronavirus/2020/05/05/up-to-2k-in-grants-available-to-watsonville-small-businesses-affected-by-covid-19/,,05/06/20,"$2,000",Lottery,0,0,0,0,0,,~50 applications drawn,0,"requirements: less than $2 M in revenue, not a non-profit, show economic hardship via bills, etc.",,,,Total will create up to 50 grants oppotunity; Women entrepreneurs and minority business owners will be prioritized,,,,,,,
735,370108,ASHEVILLE,51,NC,37,1037798,0,1383695,0,2421493,2018,2.108030898,0.01245052492,1,1,COUNTY,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M,M,https://www.mountainbizworks.org/contact/,https://www.mountainbizworks.org/coronavirus-resources/covid-19-loans/one-buncombe-fund/,,1/29/31,0-5000,Other,1,1,M,1,1,focused on businesses that did not receive aid already,"No mention of the selection procress, but it did mention their preferences for applicants",0,,,,,"Grant application not open yet, eligibility and documentation requirements not published, surprisingly no prior county program or city level program found",,,,,,,
87,60828,CORONA,51,CA,6,1215328,0,472950,0,1688278,2018,1.118459446,0.009823937061,2,1,COUNTY,NA,06/29/20,08/31/20,1,8,8,1,0,4,3,1,0,0,1,1,1,,1,Business Income Statement and Balance Sheet as of 12/31/19; safe reopening plan; W9form; ACH form,NA,rcfaq@mainstreetlaunch.org,https://web.archive.org/web/20200721013755/https://mainstreetlaunch.org/contact-us-riverside/,,07/21/20,"$10,000",Lottery,0,0,0,0,0,,elligible applications subjected to a lottery if the number of applicants exceeds the number of grants they have,0,,,,,Not clear if funded by CDBG,,,,,,,
101,52304,ROGERS,51,AR,5,459265,0,0,0,459265,2018,1.013563105,0.009916331394,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M,M,M,https://www.arkansasedc.com/covid19resources/business-resources/ready-for-business-grant-program/,,1/31/21,M,Comm,1,1,M,M,1,,,0,wrote that at least 15% of businesses selected would be black or women owned and that a super majority of businesses would have no more than 50 FTE,,,,"Unable to find city or county level program, and state programs are not limited to small businesses only, linked grant is differentiated by business size but not restricted",,,,,,,
816,481338,DALLAS,51,TX,48,14810163,1203874,5886901,6645116,28546054,2018,5.057035312,0.09469850025,1,1,CITY,NA,NA,11/24/20,NA,10,10,1,1,6,2,0,0,0,1,1,0,,2,"fewer than nine employees; or a 2019 payroll of less than $250,000,",NA,NA,http://www.dallascitynews.net/small-business-grant-program-give-3000-eligible-small-businesses-nonprofits,,11/17/20,"$3,000",Comm,1,1,0,0,0,"prioritizes businesses with fewer than nine employees, or a 2019 payroll of less than $250,000. given to 45 businesses owned by WOC",distribution not expounded upon,0,,,,,Not clear if funded by CDBG; Primary focus on Minority Women-Owned Businesses in Southern Dallas.,,,,,,,
931,484758,SAN ANTONIO,51,TX,48,12741544,1044792,5491627,1606272,20884235,2018,6.303609048,0.1124342308,1,1,CITY,0,M,M,0,9,7,1,1,4,1,1,0,0,1,1,0,,1,Business entity documentation (business license?); bank statements Jan-Jun 2020; 2018 business tax return; payroll; govt ID; proof of location; optional proof of ownership race/gender/military service; <$2mil annual revenue,NA,info@liftfund.com,https://web.archive.org/web/20200714195437/https://covid19.sanantonio.gov/recoverygrants,,7/15/20,10000-75000,Points,1,1,1,M,0,,,0,"20 or fewer employees, less than 2 million dollar budget, demonstrate a loss of at least 15% of revenue for the period beginning March 1, 2020 due to negative impact related to the COVID-19 pandemic. Also considers veteran status",,,,"Very clear documentation requirements, funding source not clear, priority given to minorities/women/veterans, can apply by phone but not reviewed until all docs submitted",,,,,No info,,
308,173540,KANKAKEE,51,IL,17,526678,0,0,0,526678,2018,0.9584188939,0.004659558498,1,1,CITY,1,05/25/20,M,M,4,M,1,1,>1,>1,M,M,M,1,1,M,,1,"10 or less employees; have been in operations since February 15, 2020 or prior",NA,815-933-0506,https://citykankakee-il.gov/post_custom.php?s=2020-05-20-city-of-kankakee-launches-bounce-back-kankakee-assistance-for-residents-and-small-business,,05/20/20,"$4,000",FCFS,0,0,0,0,0,,,0,"10 or less employees, and have been in operations since February 15, 2020 or prior.",,,,Limited information about the eligibility and required documentation ,,,,,,,
464,203408,TOPEKA,51,KS,20,1828435,147220,601656,0,2577311,2018,1.612592054,0.01667156685,1,1,CITY,1,10/1/20,M,M,10,9,1,0,4,2,1,1,0,1,1,1,,1,"Business license; tax returns, payroll, state registration number, tax ID, W9; good standing; low/moderate income employees",NA,bfiander@topeka.org,"https://www.topeka.org/neighborhoodrelations/small-business-grant/#:~:text=The%20City%20of%20Topeka%20is,in%20assistance%20for%20eligible%20expenses.&text=Applicants%20will%20have%20until%20October,to%20use%20the%20grant%20funds.",,1/28/21,0-20000,FCFS,1,1,0,0,0,,,0,25 or fewer employees; owner must be low to moderate income or must employ low to moderate income employees (LMI is no more than 80% of the median family income for the area),,,,"Priority for M/WBE, focus on businessess employing low to moderate income employees",,,,,No info,,
117,63564,SOUTH SAN FRANCISCO,51,CA,6,471509,0,0,0,471509,2018,0.4793135288,0.002462871774,1,0,CITY,1,04/08/20,08/31/20,M,6,4,1,1,2,1,1,0,0,1,1,0,,1,physical location; operate at least 3 yrs; 2 to 25 employees or less than $5 million annual revenue; economically impacted by COVID,NA,BizResources@ssf.net,https://www.ssf.net/departments/economic-community-development/business-recovery-resources,,11/10/20,"$10,000 - $15,000",Lottery,0,0,0,0,0,,,0,"-open > 3 yrs
-no more than 25 employees / less than $5 million
-employ at least 1 low-income employee who lives in alow-income census tract
-be economically impacted by COVID-19",,,,"Roughly select 50-55 small business, total 4 round of lottery",,,,,,,
736,370432,BURLINGTON,51,NC,37,458622,0,0,0,458622,2018,2.006847687,0.009632786084,1,1,CITY,1,M,Open-ended,0,8,6,1,0,4,1,1,1,0,1,1,0,,1,"<= 5 employees; COVID impact; physical presence; no other federal assistance; majority of employees low to moderate income; govt ID; lease, debt obligations, payroll, W9, tax returnss",NA,bmoyer@burlingtonnc.gov,http://burlingtonnc.gov/DocumentCenter/View/18767/Burlington-Blog---Current-funding,,1/28/31,0-7000,FCFS,0,0,0,0,0,,"encourages minority and women business owners to apply, but it is still FCFS",0,"The business owner or over half of
employees of the business must have low- or
moderate-income as defined by HUD to be eligible",,,,"Employees must be majority low to moderate income, relatively simple and short application",,,,,No info,,
352,183042,TERRE HAUTE,51,IN,18,1553339,0,431608,0,1984947,2018,0.8290546839,0.009560621756,1,1,STATE,0,06/03/20,01/22/21,M,10,10,1,1,7,M,0,0,0,0,1,1,,3,"1. Monthly Profit and Loss Statement for 2020
2. 2019 Federal Tax Returns (or Federal Form 1040 with all Schedules if sole proprietorship or home-based business)
3. Copy of driver's license or valid ID
4. Copy of mortgage, rental, or lease agreement(s)
5. Mortgage, rental, or lease payments for real or personal property
6. Copy of utility bills; or billing statements
7. Receipt for safety improvements/PPE
8. Proof of payroll expenses for wages paid to W2 employees only
9. Proof of insurance premium payment and Certificate of Insurance (COI)
10. Proof of Restaurant Delivery Software Expense",NA,888-472-3244,https://backontrack.in.gov/2377.htm,,01/16/21,"$10,000 - $50,000",Other,0,0,0,0,0,,"eligible businesses can apply for this grant, but the way the grants are distributed is unclear. There is a group of people who approve applications, but it seems like they just ensure that the businesses meet the requirements. ",0,must show profit loss,,,,"Funded by CARES Act; $30 million approved by the state and an additional $1 million allocated by the city of Indianapolis for small businesses located in Marion County; Of the state’s $30 million, at least $5 million is reserved for certified minority- and women-owned businesses",,,,,,,
822,482304,HARLINGEN,51,TX,48,884188,0,318128,0,1202316,2018,1.371840439,0.009482618444,1,1,CITY,1,M,M,0,8,5,1,0,3,2,1,1,1,1,1,1,,0,"Proof of denial or no app to PPP/SBA programs; schedule of liability, perssonal financial statement, P/L, federal tax returns; committee staff can ask for additional docs; physical storefront; 10% or more revenue loss due to COVID; <= 50 employees; commit to staying in Harlingen; use restrictions",NA,rgarza@harlingenedc.com,https://www.harlingenedc.com/profile/incentives/help-for-small-business,,1/28/21,0-10000,Other,0,0,0,0,0,,application for a loan,0,must show 10% loss,,,,"Funded by city, requires businessses to stay in Harlingen, 5 planned rounds",9,,,,# of recipients found but not identities,,
169,62568,ORANGE,51,CA,6,1241949,0,489648,0,1731597,2018,1.29562962,0.00647112403,1,1,CITY,0,M,01/29/21,M,9,7,1,0,4,2,1,0,0,1,1,0,,1,"1. Revenue statements for 2 months in 2020 verifying 25% less revenue than the same months in 2019
2. Revenue Statements for the same two months in 2019
3. Annual revenue statement for 2019
4. Payroll report showing total number of employees
5. participation aggrement
6. proof of physical location",NA,aschulza@cityoforange.org,https://www.cityoforange.org/2032/Business-Relief-Grant,,1/26/21,"Up to $10,000",M,M,M,M,M,M,,,M,,,,,Funded by CARES Act;,,,,,,,
507,280132,BILOXI,51,MS,28,459833,0,0,0,459833,2018,0.8758995971,0.01035352937,1,1,STATE,1,6/11/20,9/16/20,0,11,10,1,0,7,2,1,0,1,1,1,1,,0,"< 50 employees; good standing; physical location; proof of COVID related financial losses; tax returns, owners' financial docs, expenses, payroll; info on other federal assistance (PPP/SBA)",NA,1-800-462-9980,https://www.backtobusinessms.org/,,1/28/21,1500-25000,M,M,M,M,M,M,,,M,,,,,"Priority for and $ obligated to M/WBEs, state level program (city received CDBG CARES $ but no sign of what it was used for), somewhat complicated application and heavy requirements",,,,,No info,,
494,240378,CUMBERLAND,51,MD,24,774663,0,0,0,774663,2018,0.5403419709,0.002782782448,1,1,COUNTY,NA,03/27/20,03/30/20,M,6,5,1,0,3,1,1,1,0,1,1,1,,1,Physical location; good standing; <= 15 employees; 50% loss of revenue due to COVID; tax related liens; business license,NA,M,https://web.archive.org/web/20200330041250/https://resources.inallegany.org/2020/03/commissioners-establish-covid-19-small-business-assistant-fund-for-alleganys-small-businesses-impacted-by-pandemic/,,03/30/20,M,FCFS,0,0,0,0,0,,,0,,,,,Not clear the fund source; not clear the max grant amount; not list for require documents,,,,,,,
852,427947,WILKES-BARRE,51,PA,42,1526978,0,358653,0,1885631,2018,0.2631154745,0.002033637099,1,1,COUNTY,0,10/1/20,10/14/20,0,10,6,1,0,4,0,0,0,1,0,1,1,,0,"Located in county; P/L, tax return, history of tax payments; <$500k annual revenue; <=  15 employees; funds used for COVID losses",NA,jscott@communityfirstfund.org,https://web.archive.org/web/20201024091030/https://communityfirstfund.org/financing/covid-loans/luzerne-county-covid-19-grant-program/,,10/24/20,M,Comm,M,M,M,M,M,,"states that applications will be reviewed equally and isn't FCFS, but does not mention anything about what they are looking for in the applications",M,,,,,"Some docs required upfront, some required post-submission",,,,,"All recipients received equal amounts, $8mil divided by number of grantees",,
1097,530840,LONGVIEW,51,WA,53,313353,0,321418,0,634771,2018,0.8024295995,0.004466763295,4,1,COUNTY,0,M,11/1/20,0,6,1,1,0,0,1,1,0,1,1,1,0,,0,"Business must be a bar, restaurant, fitness facility or gym, bowling center, indoor theater, or museum; physical location; Operate at least 6 months; not be federally disbarred; Business must be current with L&I and have a valid Tax-ID number.",NA,cope@cowlitzedc.com,01.alma.exlibrisgroup.com,,11/25/20,"$5,000",M,M,M,M,M,M,,,M,,,,, Funded by CARES and Cowliz County's assistance; only one application form needed within all information,,,,,,,
757,391062,CINCINNATI,51,OH,39,11586525,960301,2860970,896793,16304589,2018,2.083343367,0.02146552683,2,1,COUNTY,0,8/24/20,9/4/20,0,7,7,1,1,4,2,1,0,0,1,1,1,,0,Operating since Jan 2019; in county; <$2mil annual revenue; < 50 employees; proof of financial impact of COVID; no business interruption insurance claim during COVID; no PPP/SBA assistance; ,0,SBRelief@hamilton-co.org,https://www.hamiltoncountyohio.gov/government/open_hamilton_county/projects/cares_act_funding/small_business_relief_program,,1/30/21,0-10000,Lottery,0,0,0,0,0,,,0,,,,,"Funded by CARES, county level program, not able to get specifics of financial docs required",,,,,Distributed by 2 lotteries delineated by business size,,
1,541368,VIENNA CITY,51,WV,54,99329,0,0,0,99329,2018,0.3934941238,0.001025965267,1,1,CITY,NA,M,10/16/20,M,6,4,1,1,2,1,0,0,0,1,1,1,,1,physical location; operate before 03/01/19; good standing; owned by a low-to moderate income; <=25 employees,NA,ana.ambrose@movrc.org,https://www.newsandsentinel.com/news/business/2020/09/vienna-announces-small-business-relief-fund-effort/,,09/29/20,"MAX $10,000",Other,0,0,0,0,1,preferences in the first round for 10 or fewer LMI employees,,0,,,,,Not clear the funding source; priority to business with less than 10 employees,,,,,,,
616,311710,LINCOLN,51,NE,31,1831192,150536,1157936,0,3139664,2018,1.952275155,0.02630808515,3,1,COUNTY,0,11/9/20,11/13/20,1,14,13,1,1,7,3,1,0,1,1,1,0,,0,"<500 employees; post award reporting of fund use; type of business; many standard and nonstandard financials; proof of COVID related losses; operating expense statements, P/Ls, revenue statements, tax returns, COVID financial loss sheets; ",0,funding@recoverylancaster.com,https://www.troutcpa.com/blog/phase-3-of-small-business-recovery-sustainability-fund,,1/27/21,10000-175000,Comm,0,0,0,0,0,,gave grants to nonprofits that helped the community,0,nonprofits only,,,,"CARES funded by unclear if CDBG, funding reduced for recipients from previouss rounds, application available in Spanish; phase 1 did not require upfront doc submission but round 3 does",,,,,FAQ says info about recipients was to be made public but unable to locate any records,,
201,120708,DEERFIELD BEACH,51,FL,12,640051,0,0,0,640051,2018,0.3149464883,0.003802560802,1,1,CITY,0,M,on-going,M,8,8,1,1,5,2,1,0,1,1,1,0,,1,"less than $3million annual revenue; W-9. Form; City’s Business Tax Receipt;Florida Driver’s License; Lease Agreement; business utility statements; Insurance; Business Tax Return; Past 3 Months Bank Statements for Business

",NA,gchazu@deerfield-beach.com,https://www.deerfield-beach.com/1509/Programs,,M,"Up to $25,000",Other,0,0,0,0,0,,,0,,,,,Funded by CARES Act; program not end; limited information about when it start,,,,,,,
477,220828,HOUMA-TERREBONNE,51,LA,22,925546,0,326671,0,1252217,2018,18.56823227,0.3563955358,1,1,CITY,0,M,M,0,8,6,1,1,4,1,1,0,1,1,1,1,,1,Business license; financial demonstration of COVID related losses; proof of good standing; proof of business ownership/structure; balance sheet and income statement; owner's govt ID,NA,sbella@tpeda.org,https://www.tpeda.org/bayoubusinessgrants,,1/27/21,0-10000,Comm; FCFS,0,0,0,0,0,,,0,must show loss of profit,,,,"Funding unclear, priority given to M/WBEs, short application, need to show viability pre-COVID, limited use of funds, will keep applications for future funding rounds, vague about specifics of standard financial docs required",,,,,,,
