StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prol_id,jw_scale_1,jw_scale_2,jw_scale_3,jw_scale_4,jw_scale_5,jw_scale_6,jw_scale_7,jw_scale_8,raceeth,Q35,Q34,w_rankfair_1,w_rankfair_2,w_rankfair_3,m_rankfair_1,m_rankfair_2,m_rankfair_3,pf_fr_1,pf_fr_2,pf_time,pl_fr_1,pl_fr_2,pl_time,lp_fr_1,lp_fr_2,lp_time,lf_fr_1,lf_fr_2,lf_time,fl_fr_1,fl_fr_2,fl_time,fp_fr_1,fp_fr_2,fp_time,legup_w,legupimp_w,legupnimp_w,m_outcomes,Q38,Q37,Q45,Cond,Create New Field or Choose From Dropdown...,first_choice
2020-12-28 10:09:00,2020-12-28 10:10:22,IP Address,75.139.19.222,100,82,True,2020-12-28 10:10:22,R_25AD9HLCu8d3jWU,,,,,35.4665985107421875,-79.1757965087890625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5f4e7288cfb36504c24ea299,4,3,5,4,2,2,4,3,White,Republican,Very Conservative,,,,3,2,1,it allocates more efficiently,because it is just chance,Use a points system even if it takes 2 weeks longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,,,,I think they would do better than normal,28202,I don't think the researcher cared which method I said was the most fair.,n/a,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:06:50,2020-12-28 10:10:23,IP Address,172.58.43.240,100,213,True,2020-12-28 10:10:24,R_1eylW95fc1etLDV,,,,,47.5579071044921875,-122.163299560546875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5eade699f986094c0f1d46e3,4,4,4,3,4,Strong agreement = 6,4,3,White,Democrat,Liberal,1,3,2,,,,,,,,,,There are likely more than 500 businesses in need.,"Some businesses may be trying to turn things around on their own "," Only use a lottery if it gets money to businesses as quickly as a points system ",,,,,,,,,,I'm not sure if they should receive an advantage,,,,98406,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:05:36,2020-12-28 10:10:26,IP Address,97.124.223.107,100,290,True,2020-12-28 10:10:26,R_1HcqQub4QtQ4rF6,,,,,33.3054046630859375,-111.7400970458984375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5eed1bae9e63ac127ac15a77,2,2,Strong disagreement = 1,Strong disagreement = 1,Strong disagreement = 1,Strong agreement = 6,Strong disagreement = 1,Strong disagreement = 1,White,Independent,Moderate,2,3,1,,,,,,,"Give help to those who have the greatest need.  Well-connected businesses will be able to quickly apply for help, leaving other small busineeses behind.","FCFS is inherently unfair as it rewards businesses that are already well-connected. Many small businesses don't have a personal banker or their own accountant, or other connected individuals who might be able to more quickly file applications.",Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,85208,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:05:19,2020-12-28 10:10:29,IP Address,76.88.45.37,100,310,True,2020-12-28 10:10:30,R_3EECjwViu77kiev,,,,,34.12030029296875,-117.77030181884765625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5f12691e8427ec1bd6ba5e64,2,4,4,2,3,Strong agreement = 6,2,3,White,Democrat,Liberal,2,3,1,,,,,,,I am not sure any of them are totally fair but points seemed to at least consider certain relevant factors so that's why I thought it was more fair.,I think that sometimes people don't hear about things until it is too late.  A lottery at least gives everyone the same chance and not necessarily just the most well connected people.,Use a points system even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,91773,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:06:14,2020-12-28 10:10:32,IP Address,136.34.85.105,100,258,True,2020-12-28 10:10:33,R_1rB9uFRbk9AGmn1,,,,,39.2140045166015625,-94.58260345458984375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5f4f29b8c154ed17df64546b,Strong disagreement = 1,2,2,Strong disagreement = 1,2,Strong agreement = 6,2,Strong disagreement = 1,White,Democrat,Very Liberal,,,,1,3,2,,,,,,,It gets everyone the same probability of receiving the funds.,"First-come, first-served means that those who already have access to resources will likely be the first ones to get to the application.",Use a lottery even if it takes 1 month longer to get money to businesses than a points system,,,,,,,,,,,,,"They will likely still be underrepresented. ",64111,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:04:03,2020-12-28 10:10:35,IP Address,76.236.219.69,100,391,True,2020-12-28 10:10:35,R_Q9roSRhjFyiJcxb,,,,,34.231903076171875,-84.16269683837890625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ca17355f1e809001169e3c8,5,4,4,5,5,Strong agreement = 6,4,4,White,Democrat,Liberal,1,3,2,,,,,,,,,,I feel everyone gets a fair chance without any considerations.,Not everyone knows the procedure on how to apply for these loans.," Only use a lottery if it gets money to businesses as quickly as a points system ",,,,,,,,,,I'm not sure if they should receive an advantage,,,,30040,The researcher might have wanted me to say lottery was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 09:56:50,2020-12-28 10:10:40,IP Address,67.183.37.158,100,830,True,2020-12-28 10:10:41,R_3maW9yuOjV2ddEN,,,,,47.6732940673828125,-122.3426055908203125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5e3f6b251d15101c5251d8b7,3,3,3,2,3,Strong agreement = 6,2,3,White,Democrat,Liberal,,,,3,2,1,"It's the least random method of the three, applying some reasonable criteria.",It's the most random method of the three.,Use a points system even if it takes 2 weeks longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,,,,Better than in the other 2 methods but not as well as they should,98133,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:02:16,2020-12-28 10:10:42,IP Address,70.171.51.84,100,506,True,2020-12-28 10:10:43,R_3UwcZV6lUSei9Ox,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5e3dd36d19be0d040a17f13f,3,3,3,2,3,Strong agreement = 6,3,Strong disagreement = 1,"Hispanic, Latino, or Spanish",Democrat,Liberal,,,,2,3,1,,,,Because the criteria cited such as length of time in business and whether or not they're minority owned are fairer ways of allocating limited dollars.,Some disadvantaged small businesses may not be tech savvy enough to get their applications submitted more quickly than others.,Use a points system even if it takes 6 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,"Due to economic disadvantages, minority owned businesses may not have been in business as long as those owned by whites. As a result, this criteria might not allow them to receive as much as they should be entitled to. I think they would receive less money than they should proportionally be receiving.",32601,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 09:56:15,2020-12-28 10:10:48,IP Address,104.174.133.194,100,873,True,2020-12-28 10:10:49,R_1Fezgm0lLn6dtmI,,,,,33.9376068115234375,-118.3582000732421875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5f54c5014f8d2d82db87d0c2,Strong agreement = 6,5,5,3,Strong agreement = 6,Strong agreement = 6,Strong agreement = 6,5,White,Republican,Conservative,,,,3,2,1,Using this system will be helpful to determine who are more likely to achieve success.,Because we cannot judge a person.," Only use a points system if it gets money to businesses as quickly as first-come first-served ",,,,,,,,,,,,,,,,,,,"Using this method minority owned businesses that has possibility  to do well will come to focus. ",90231,The researcher might have wanted me to say points was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:00:24,2020-12-28 10:10:51,IP Address,24.112.118.84,100,627,True,2020-12-28 10:10:52,R_1OOxdWCEMdjT8Ao,,,,,36.5767059326171875,-83.6072998046875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5d42486206811e001ada5b4b,Strong agreement = 6,5,Strong agreement = 6,2,5,Strong agreement = 6,4,5,White,Democrat,Liberal,,,,3,2,1,i think this would be the most fair and the most efficient way to do this and the way a business makes money or the way a business losses money,"the ones that apply first for help should get it first before others "," Only use a points system if it gets money to businesses as quickly as first-come first-served ",,,,,,,,,,,,,,,,,,,i think if they are effected the most they should get the same amount of help everyone else gets,19317,I don't think the researcher cared which method I said was the most fair.,it was good i enjoyed it,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
